ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
TBH,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,224,0.0,93.1,93.1,2013.0,24,2.3,-0.006,-0.015,-0.391,Tổng Bách Hóa,https://tongbachhoa.vn
TBR,UPCOM,Bất động sản,CT,238,0.0,8.1,8.1,2004.0,37,,-0.008,-0.08,-0.117,Địa ốc Tân Bình,https://tanbinhres.com.vn
TBT,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,1.7,1.7,1976.0,11,,-0.006,-0.015,0.145,XD Công trình GT Bến Tre,http://www.tbtco.vn
TBW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,309,0.0,9.8,9.9,2010.0,302,,-0.006,-0.015,,Nước sạch Thái Bình,http://www.capnuocthaibinh.com
TBX,HNX,Xây dựng và Vật liệu,CT,148,0.0,1.5,1.5,2001.0,66,,-0.006,-0.015,-0.131,Xi măng Thái Bình,https://ximangthaibinh.vn
TC6,OTC,Tài nguyên Cơ bản,CT,0,0.003,32.5,32.5,2007.0,2175,1.9,,,,Than Cọc Sáu,http://www.cocsau.com
TCB,HOSE,Ngân hàng,NH,1901,0.218,7045.0,7045.0,1993.0,11286,3.5,0.002,0.069,0.446,Techcombank,https://techcombank.com
TCD,HOSE,Xây dựng và Vật liệu,CT,9556,0.003,335.8,335.8,2007.0,479,2.1,-0.022,-0.017,-0.348,Tập đoàn Xây dựng Tracodi,https://www.tracodi.com.vn
TCH,HOSE,Bất động sản,CT,38320,0.058,668.2,668.2,2007.0,239,2.9,0.008,-0.037,0.299,ĐT DV Tài chính Hoàng Huy,https://www.hoanghuy.vn
TCI,HOSE,Dịch vụ tài chính,CK,4781,0.052,115.6,115.6,2008.0,93,2.7,-0.044,-0.038,-0.19,Chứng khoán Thành Công,https://tcsc.vn
TCJ,UPCOM,Thực phẩm và đồ uống,CT,124,0.0,10.0,10.0,2005.0,163,,-0.006,-0.015,-0.242,Tô Châu,http://www.tochau.vn
TCK,UPCOM,Xây dựng và Vật liệu,CT,137,0.0,23.9,23.9,2016.0,85,,-0.006,-0.015,-0.131,COMA,http://www.coma.vn
TCL,HOSE,Hàng & Dịch vụ Công nghiệp,CT,3251,0.12,30.2,30.2,2007.0,375,3.2,-0.005,-0.016,-0.172,Tan Cang Logistics,http://tancanglogistics.com
TCM,HOSE,Hàng cá nhân & Gia dụng,CT,7046,0.486,101.9,102.0,2006.0,5682,2.3,-0.011,-0.008,0.099,Dệt may Thành Công,http://www.thanhcong.com.vn
TCO,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1440,0.014,18.7,18.7,2008.0,78,2.2,-0.021,0.094,0.2,TCO Holdings,https://tcoholdings.vn
TCR,HOSE,Xây dựng và Vật liệu,CT,3342,0.483,45.4,10.4,1994.0,716,2.3,0.014,0.04,-0.125,Gốm sứ TAICERA,http://www.taicera.com
TCT,HOSE,Du lịch và Giải trí,CT,952,0.114,12.8,12.8,2001.0,30,2.4,0.011,-0.003,-0.363,Cáp treo Tây Ninh,http://www.catour.com.vn
TCW,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,2135,0.05,20.0,20.0,2010.0,665,3.2,-0.011,-0.028,0.07,Kho Vận Tân Cảng,http://tancangwarehousing.com.vn
TDB,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,818,0.001,8.2,8.2,2004.0,23,2.8,-0.002,-0.007,0.056,Thủy điện Định Bình,https://thuydiendinhbinh.com
TDC,HOSE,Bất động sản,CT,5907,0.011,100.0,100.0,2002.0,475,1.8,0.006,-0.134,-0.071,Becamex TDC,https://www.becamextdc.com.vn
TDF,UPCOM,Xây dựng và Vật liệu,CT,530,0.0,30.0,30.0,2013.0,433,2.4,-0.067,0.062,-0.225,Xây dựng Trung Đô,https://trungdo.vn
TDG,HOSE,"Điện, nước & xăng dầu khí đốt",CT,2976,0.0,19.4,19.4,2005.0,19,,-0.002,-0.003,0.101,Đầu tư TDG Global,http://www.thaiduongpetrol.vn
TDH,HOSE,Bất động sản,CT,5941,0.014,112.7,112.7,1990.0,37,2.4,-0.046,-0.081,-0.607,Thủ Đức House,http://www.thuduchouse.vn
TDI,OTC,Xây dựng và Vật liệu,CT,107,0.0,3.0,3.0,2009.0,99,,,,,Tập đoàn TDI,https://tdigroup.vn
TDM,HOSE,"Điện, nước & xăng dầu khí đốt",CT,890,0.032,110.0,110.0,2013.0,24,2.9,0.004,0.002,0.177,Nước Thủ Dầu Một,http://www.tdmwater.vn
TDN,OTC,Tài nguyên Cơ bản,CT,3101,0.002,29.4,29.4,2001.0,1873,2.0,,,,Than Đèo Nai,http://deonai.com.vn
TDP,HOSE,Hàng & Dịch vụ Công nghiệp,CT,453,0.001,88.2,88.2,2007.0,1231,2.1,-0.038,-0.062,0.056,Công ty Thuận Đức,https://thuanducjsc.vn
TDS,UPCOM,Tài nguyên Cơ bản,CT,511,0.003,12.2,12.2,1960.0,386,,-0.03,-0.047,0.379,Thép Thủ Đức,https://thepthuduc.com.vn
TDT,HNX,Hàng cá nhân & Gia dụng,CT,1850,0.001,23.9,23.9,2011.0,1740,,-0.021,-0.029,-0.172,Đầu tư và Phát triển TDT,http://www.tdtgroup.vn
TDW,HOSE,"Điện, nước & xăng dầu khí đốt",CT,192,0.03,8.5,8.5,1991.0,449,2.9,-0.005,-0.204,-0.201,Cấp nước Thủ Đức,https://www.thuducwater.vn
TED,UPCOM,Xây dựng và Vật liệu,CT,204,0.353,12.5,12.5,2010.0,1123,3.0,0.019,0.088,0.363,Thiết kế GTVT,https://tedi.vn
TEG,HOSE,Bất động sản,CT,1897,0.052,120.8,120.8,2011.0,66,2.5,-0.005,-0.044,-0.335,TECGROUP,https://www.tegroup.com.vn
TEL,UPCOM,Xây dựng và Vật liệu,CT,264,0.001,5.0,5.0,2006.0,59,,0.039,0.033,0.754,Phát triển công trình viễn thông,http://www.telcom.vn
TET,HNX,Hàng cá nhân & Gia dụng,CT,0,0.0,5.7,5.7,2005.0,70,,-0.006,-0.015,-0.033,May mặc Miền Bắc,http://www.textaco.vn
TFC,HNX,Thực phẩm và đồ uống,CT,312,0.32,16.8,16.8,2004.0,455,,0.032,-0.031,2.65,CTCP Trang,https://www.trangcorporation.vn
TGG,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,27.3,27.3,2012.0,15,2.7,-0.006,-0.015,-0.161,The Golden Group,https://thegoldengroup.vn
TGP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,429,0.0,11.7,11.7,2005.0,62,,-0.006,0.031,-0.156,Cáp Trường Phú,http://www.truongphucable.vn
TH1,UPCOM,Bán lẻ,CT,0,0.0,13.5,13.5,2006.0,36,,-0.095,-0.103,0.217,XNK Tổng hợp 1,https://ge1.com.vn
THB,HNX,Thực phẩm và đồ uống,CT,518,0.062,11.4,11.4,2004.0,460,,-0.024,-0.01,0.093,Bia Hà Nội - Thanh Hóa,http://biathanhhoa.com.vn
THD,HNX,Bất động sản,CT,688,0.002,385.0,385.0,2011.0,48,2.3,-0.004,-0.023,-0.139,Công ty Thaiholdings,https://thaiholdings.com.vn
THG,HOSE,Xây dựng và Vật liệu,CT,1351,0.029,25.9,25.9,2003.0,666,2.6,-0.014,-0.024,0.135,XD Tiền Giang,http://ticco.com.vn
THM,UPCOM,Hàng cá nhân & Gia dụng,CT,117,0.0,12.2,12.2,2023.0,368,,0.087,-0.204,,Tứ Hải Hà Nam,https://tuhaijsc.vn
THN,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,677,0.0,33.0,33.0,2005.0,868,,-0.006,-0.015,1.051,Cấp nước Thanh Hóa,http://capnuocthanhhoa.vn
THP,UPCOM,Thực phẩm và đồ uống,CT,445,0.0,21.6,21.6,1987.0,2216,,-0.006,0.022,-0.165,Thủy sản và TMại Thuận Phước,http://www.thuanphuoc.vn
THS,HNX,Bán lẻ,CT,240,0.001,2.7,3.0,2004.0,42,,-0.006,-0.015,0.264,Thanh Hoa Sông Đà,http://thanhhoasongda.com.vn
THT,HNX,Tài nguyên Cơ bản,CT,1981,0.04,24.6,24.6,2006.0,1884,2.9,-0.023,-0.055,-0.171,Than Hà Tu,http://www.hatucoal.vn
THU,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,326,0.0,3.3,3.3,2010.0,941,,-0.006,0.477,0.318,Môi trường và CTĐT Thanh Hóa,https://urencothanhhoa.com.vn
THW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,239,0.024,5.0,5.0,2010.0,318,,-0.006,-0.015,0.524,Cấp nước Tân Hòa,http://www.capnuoctanhoa.com.vn
TID,UPCOM,Bất động sản,CT,936,0.0,200.0,200.0,2015.0,1218,2.4,-0.008,-0.019,-0.033,Tổng Công ty Tín Nghĩa,https://tinnghiacorp.com.vn
TIE,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,492,0.009,9.6,9.6,2004.0,36,,0.291,-0.092,-0.171,Điện tử TIE,http://www.tiegroup.vn
TIG,HNX,Bất động sản,CT,4384,0.096,193.6,193.6,2001.0,412,2.7,0.009,-0.015,0.234,Tập đoàn Đầu tư Thăng Long,https://tig.vn
TIN,UPCOM,Dịch vụ tài chính,NH,366,0.002,91.2,70.1,2008.0,947,1.8,-0.028,-0.054,-0.143,Tài chính Cổ phần Tín Việt,https://www.vietcredit.com.vn
TIP,HOSE,Bất động sản,CT,2116,0.173,65.0,65.0,2002.0,55,2.8,0.002,-0.01,-0.164,PT KCN Tín Nghĩa,https://tinnghiaip.com.vn
TIS,UPCOM,Tài nguyên Cơ bản,CT,3259,0.001,184.0,184.0,1959.0,3597,2.6,0.015,0.096,0.561,Gang thép Thái Nguyên,https://tisco.com.vn
TIX,HOSE,Bất động sản,CT,321,0.005,30.0,30.0,1981.0,106,2.7,-0.064,-0.085,-0.042,TANIMEX,http://www.tanimex.com.vn
TJC,HNX,Hàng & Dịch vụ Công nghiệp,CT,300,0.003,8.6,8.6,2000.0,11,,-0.006,0.081,0.361,Dịch vụ Vận tải và Thương mại,https://www.transco.com.vn
TKA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,275,0.0,3.8,3.8,2006.0,267,,-0.006,-0.015,-0.131,Bao bì Tân Khánh An,http://tankhanhan.com
TKC,UPCOM,Xây dựng và Vật liệu,CT,722,0.003,15.0,15.7,1999.0,100,,-0.006,-0.015,-0.131,Địa ốc Tân Kỷ,http://www.tanky.com.vn
TKG,HNX,Tài nguyên Cơ bản,CT,152,0.0,6.3,6.3,2000.0,33,,-0.006,-0.015,-0.71,SX và T.Mại Tùng Khánh,http://tungkhanh.com.vn
TKU,HNX,Tài nguyên Cơ bản,CT,59,0.524,46.9,7.3,1995.0,376,2.7,0.074,0.118,0.383,Công nghiệp Tung Kuang,http://www.tungkuang.com.vn
TL4,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,14.7,16.0,2008.0,70,,-0.006,0.169,-0.172,XD Thủy lợi 4,http://www.thuyloi4.com.vn
TLD,HOSE,Bất động sản,CT,5047,0.006,77.7,77.7,2009.0,254,2.5,-0.014,0.022,0.095,ĐT XD và PT Đô thị Thăng Long,http://thanglongdeco.com
TLG,HOSE,Hàng cá nhân & Gia dụng,CT,2040,0.2,78.6,78.6,2005.0,3014,2.8,-0.006,-0.015,-0.099,Tập đoàn Thiên Long,http://www.thienlonggroup.com
TLH,HOSE,Tài nguyên Cơ bản,CT,11975,0.01,112.3,112.3,1988.0,218,2.3,-0.017,-0.051,-0.424,Thép Tiến Lên,http://www.tienlensteel.com.vn
TLI,UPCOM,Hàng cá nhân & Gia dụng,CT,356,0.0,3.0,3.0,2013.0,330,,-0.118,0.357,-0.66,May Quốc tế Thắng Lợi,https://maythangloi.com.vn
TLP,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,546,0.0,236.6,236.6,2010.0,470,2.2,0.024,0.019,-0.128,Thương mại XNK Thanh Lễ,http://www.thalexim.vn
TLT,UPCOM,Xây dựng và Vật liệu,CT,389,0.002,7.0,7.0,2004.0,330,,-0.079,-0.087,-0.252,Viglacera Thăng long,http://www.viglacerathanglong.com.vn
TMB,HNX,Tài nguyên Cơ bản,CT,652,0.001,15.0,15.0,2007.0,600,2.6,-0.001,-0.022,0.571,Than Miền Bắc - Vinacomin,https://thanmienbac.vn
TMC,HNX,"Điện, nước & xăng dầu khí đốt",CT,0,0.018,12.4,12.4,2000.0,281,,-0.006,-0.037,-0.11,XNK Thủ Đức,https://www.timexcothuduc.com.vn
TMG,UPCOM,Tài nguyên Cơ bản,CT,237,0.0,18.0,18.0,2005.0,1271,2.4,-0.006,-0.072,-0.173,Kim loại màu Thái Nguyên - Vimico,https://kimloaimau.com.vn
TMP,HOSE,"Điện, nước & xăng dầu khí đốt",CT,921,0.008,70.0,70.0,1994.0,165,3.3,0.052,0.0,0.207,Thủy điện Thác Mơ,https://tmhpp.com.vn
TMS,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1660,0.426,169.3,158.3,1983.0,1370,2.3,-0.02,-0.029,-0.086,Transimex,http://transimex.com.vn
TMT,HOSE,Ô tô và phụ tùng,CT,856,0.026,36.9,37.3,2006.0,449,2.4,-0.031,-0.07,-0.775,Ô tô TMT,https://tmt-vietnam.com
TMW,UPCOM,Tài nguyên Cơ bản,CT,0,0.0,4.7,4.7,2006.0,73,,-0.006,0.034,0.6,Gỗ Tân Mai,https://wood-tanmai.com.vn
TMX,HNX,Xây dựng và Vật liệu,CT,365,0.069,6.0,6.0,2007.0,94,,-0.006,-0.004,-0.12,Thương mại Xi măng,https://tmx.com.vn
TN1,HOSE,Bất động sản,CT,626,0.002,54.6,54.6,2014.0,1839,2.2,-0.062,-0.091,-0.398,Rox Key Holdings,https://roxkey.vn
TNA,HOSE,Tài nguyên Cơ bản,CT,2298,0.021,49.2,49.6,1994.0,138,2.5,-0.006,-0.104,-0.503,XNK Thiên Nam,https://thiennamgroup.vn
TNB,UPCOM,Tài nguyên Cơ bản,CT,338,0.004,14.5,14.5,2007.0,154,,0.139,0.25,-0.031,Thép Nhà Bè,https://nbsteel.vn
TNC,HOSE,Hóa chất,CT,566,0.006,19.3,19.3,1991.0,275,2.6,0.077,-0.03,-0.404,Cao su Thống Nhất,http://trc.com.vn
TNG,HNX,Hàng cá nhân & Gia dụng,CT,17202,0.171,122.6,122.6,2002.0,18204,2.3,-0.042,-0.09,0.206,Đầu tư và Thương mại TNG,https://tng.vn
TNH,HOSE,Y tế,CT,3471,0.487,125.4,110.2,2012.0,644,3.0,0.016,0.008,0.15,Tập đoàn Bệnh viện TNH,https://tnh.com.vn
TNI,HOSE,Tài nguyên Cơ bản,CT,1329,0.001,52.5,52.5,2009.0,23,,-0.019,-0.028,-0.315,Tập đoàn Thành Nam,https://thanhnamgroup.com.vn
TNM,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,5.8,5.8,1997.0,1,,-0.006,-0.015,-0.106,XNK và XD Công trình,http://www.tranimexco.com.vn
TNP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,124,0.0,7.1,7.1,2010.0,219,,-0.006,0.135,0.464,Cảng Thị Nại,http://www.thinaiport.com.vn
TNS,UPCOM,Tài nguyên Cơ bản,CT,2043,0.001,20.0,20.0,2007.0,94,,-0.006,0.083,1.536,Thép tấm lá Thống Nhất,http://www.tnsteel.vn
TNT,HOSE,Tài nguyên Cơ bản,CT,1842,0.016,51.0,51.0,2006.0,15,2.3,-0.011,-0.081,-0.329,Tập đoàn TNT,https://tnt-group.vn
TNW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,353,0.0,16.0,16.0,2009.0,453,,-0.054,0.09,-0.071,Nước sạch Thái Nguyên,http://www.nuocsachthainguyen.vn
TOP,UPCOM,Bán lẻ,CT,548,0.014,25.4,25.4,2015.0,13,,-0.09,-0.169,-0.031,Phân phối Top One,http://www.toponejsc.com
TOS,UPCOM,Dầu khí,CT,376,0.0,31.0,31.0,2012.0,882,2.8,-0.011,-0.031,0.724,Dịch vụ biển Tân Cảng,https://tancangoffshore.com
TOT,HNX,Hàng & Dịch vụ Công nghiệp,CT,240,0.039,9.2,9.2,2009.0,275,,0.01,-0.009,0.281,Vận tải Transimex,https://transimex.com.vn
TOW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,213,0.097,8.0,8.0,2017.0,81,,0.14,0.008,0.434,Cấp nước Trà Nóc - Ô Môn,https://tranoc-omonwaco.com.vn/
TPB,HOSE,Ngân hàng,NH,28380,0.3,2642.0,2201.6,2008.0,7448,3.3,-0.009,0.175,0.146,TPBank,https://tpb.vn
TPC,HOSE,Hóa chất,CT,670,0.017,22.5,24.4,1984.0,419,2.6,0.061,-0.015,0.073,Nhựa Tân Đại Hưng,http://tandaihungplastic.com
TPH,HNX,Truyền thông,CT,0,0.002,2.1,2.1,2004.0,85,,-0.006,0.082,-0.204,In Sách giáo khoa TP.Hà Nội,http://www.sachgiaoduchanoi.vn
TPP,HNX,Hàng & Dịch vụ Công nghiệp,CT,463,0.002,45.0,45.0,2005.0,1609,2.4,-0.006,0.117,0.173,Nhựa Tân Phú VN,http://tanphuvietnam.vn
TPS,UPCOM,Du lịch và Giải trí,CT,153,0.019,5.0,5.0,2006.0,104,,-0.006,0.544,0.978,Bến bãi vận tải Sài Gòn,http://www.benbaivantaisaigon.com.vn
TQN,UPCOM,Tài nguyên Cơ bản,CT,147,0.0,3.6,3.6,2004.0,306,,-0.006,-0.015,-0.129,Thông Quảng Ninh,https://quangninhpine.vn
TQW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,325,0.0,8.9,8.9,2010.0,240,,-0.006,-0.015,-0.126,Cấp thoát nước Tuyên Quang,https://capthoatnuoctuyenquang.vn
TR1,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,4.6,4.6,2015.0,121,,-0.006,-0.015,0.132,Vận Tải 1 Traco,http://www.traco.vn
TRA,HOSE,Y tế,CT,1179,0.466,41.5,41.5,1999.0,1481,2.9,-0.004,-0.012,-0.171,Traphaco,https://traphaco.com.vn
TRC,HOSE,Hóa chất,CT,698,0.019,29.1,30.0,2006.0,2342,2.7,-0.045,-0.036,0.096,Cao su Tây Ninh,http://taniruco.com
TRS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,151,0.0,6.5,6.5,2006.0,224,,-0.006,0.719,0.256,Vận tải và Dịch vụ Hàng Hải,https://trasas.com.vn
TRT,UPCOM,Xây dựng và Vật liệu,CT,138,0.0,11.0,11.0,2005.0,479,,0.089,0.423,-0.104,CTCP RedstarCera,https://redstarcera.com
TS3,UPCOM,Xây dựng và Vật liệu,CT,245,0.0,3.9,3.9,2013.0,142,,0.014,-0.029,-0.144,Trường Sơn 532,http://truongson532.com.vn
TS4,UPCOM,Thực phẩm và đồ uống,CT,1737,0.008,16.1,16.2,1993.0,92,,-0.006,-0.015,-0.131,Thủy sản số 4,http://www.seafoodno4.com
TSB,HNX,Hàng & Dịch vụ Công nghiệp,CT,295,0.034,6.7,6.7,2004.0,161,,-0.04,-0.004,-0.142,Ắc quy Tia Sáng,http://www.tiasangbattery.com
TSC,HOSE,Hóa chất,CT,11453,0.002,196.9,196.9,1976.0,696,2.2,-0.006,0.05,-0.403,Kỹ thuật NN Cần Thơ,https://www.tsccantho.com.vn
TSD,UPCOM,Du lịch và Giải trí,CT,96,0.0,1.3,1.3,2007.0,52,,-0.006,0.132,0.293,Du lịch Trường Sơn Coecco,http://www.truongsontourist.com.vn
TSG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,285,0.018,3.1,3.1,2010.0,389,,0.0,-0.009,0.196,TTTH Đường sắt Sài Gòn,http://www.ttthsaigon.vn
TSJ,UPCOM,Du lịch và Giải trí,CT,183,0.0,74.8,74.8,2005.0,72,2.6,-0.006,-0.015,0.161,Hanoi Toserco,https://hanoitoserco.com.vn
TST,UPCOM,Công nghệ Thông tin,CT,0,0.009,4.8,4.8,2000.0,113,,-0.006,-0.17,0.056,Dịch vụ KT Viễn Thông,http://www.tst.com.vn
TTA,HOSE,"Điện, nước & xăng dầu khí đốt",CT,5772,0.007,170.1,170.1,2008.0,136,2.5,-0.005,-0.097,0.049,XD và PT Trường Thành,https://truongthanhgroup.com.vn
TTB,UPCOM,Xây dựng và Vật liệu,CT,5661,0.0,101.5,101.5,2008.0,41,2.0,-0.006,-0.015,-0.147,Tập đoàn Tiến Bộ,http://www.tienbo.vn
TTC,HNX,Xây dựng và Vật liệu,CT,0,0.083,5.9,6.0,2003.0,282,,0.084,0.076,-0.18,Gạch men Thanh Thanh,http://www.thanhthanhceramic.com
TTD,UPCOM,Y tế,CT,268,0.005,15.6,15.6,2002.0,553,2.4,-0.029,-0.075,-0.332,Bệnh viện Tim Tâm Đức,https://tamduchearthospital.com
TTE,HOSE,"Điện, nước & xăng dầu khí đốt",CT,245,0.0,28.5,28.5,2014.0,75,,0.089,0.596,0.766,ĐT Năng lượng Trường Thịnh,https://dientruongthinh.vn
TTF,HOSE,Tài nguyên Cơ bản,CT,21204,0.055,393.5,393.5,2003.0,3009,1.8,-0.041,-0.122,-0.428,Gỗ Trường Thành,https://www.truongthanh.com
TTG,UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.039,3.4,2.0,2008.0,230,,0.141,0.365,0.627,May Thanh Trì,http://www.hapro.com.vn
TTH,HNX,Tài nguyên Cơ bản,CT,4481,0.004,37.4,37.4,2003.0,6,,-0.006,-0.015,-0.487,TM và DV Tiến Thành,http://tienthanhjsc.vn
TTL,HNX,Xây dựng và Vật liệu,CT,335,0.0,41.9,41.9,2010.0,71,2.6,-0.006,-0.1,-0.358,TCT Thăng Long,http://tlg.com.vn
TTN,UPCOM,Viễn thông,CT,2513,0.002,36.7,36.7,2008.0,297,3.0,0.016,-0.013,0.915,Công nghệ và Truyền thông VN,https://vntt.com.vn
TTP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,430,0.882,13.5,15.0,2004.0,760,2.8,-0.025,-0.12,0.917,Bao bì nhựa Tân Tiến,https://tapack.com
TTS,UPCOM,Tài nguyên Cơ bản,CT,677,0.0,50.8,50.8,2008.0,250,2.5,-0.046,-0.173,-0.531,Cán thép Thái Trung,https://ttr.com.vn
TTT,HNX,Du lịch và Giải trí,CT,130,0.024,4.6,4.6,2007.0,91,,0.038,0.051,-0.045,Du lịch - Thương Mại Tây Ninh,http://tanitour.com.vn
TTZ,UPCOM,Xây dựng và Vật liệu,CT,1173,0.129,7.6,7.6,2003.0,7,,-0.006,-0.015,-0.131,Xây dựng Tiến Trung,http://ttzholdings.com.vn
TUG,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,159,0.063,2.7,2.7,2010.0,114,,-0.006,-0.015,0.162,Lai dắt và VT cảng Hải Phòng,http://www.tugtranco.vn
TV1,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1528,0.0,26.7,26.7,1982.0,591,3.0,-0.021,-0.036,0.17,Tư vấn XD Điện 1,http://www.pecc1.com.vn
TV2,HOSE,Hàng & Dịch vụ Công nghiệp,CT,5275,0.079,67.5,67.5,1985.0,1213,2.1,-0.023,-0.047,-0.332,Tư vấn XD Điện 2,https://www.pecc2.com
TV3,HNX,Xây dựng và Vật liệu,CT,0,0.004,9.5,9.5,2007.0,408,,-0.023,-0.047,-0.086,Tư vấn XD điện 3,http://www.pecc3.com.vn
TV4,HNX,Hàng & Dịch vụ Công nghiệp,CT,485,0.007,19.8,19.8,2007.0,431,2.9,-0.006,-0.008,0.028,Tư vấn XD Điện 4,http://www.pecc4.vn
TV6,UPCOM,Bán lẻ,CT,165,0.0,3.0,3.0,2008.0,10,,-0.006,-0.038,1.053,TM ĐT xây lắp điện Thịnh Vượng,http://www.emaland.com
TVA,UPCOM,Xây dựng và Vật liệu,CT,339,0.0,6.3,6.3,2008.0,245,,-0.006,-0.015,-0.301,Sứ Viglacera Thanh Trì,https://viglacerathanhtri.vn
TVB,HOSE,Dịch vụ tài chính,CK,8074,0.017,112.1,112.1,2006.0,37,3.2,-0.008,-0.048,0.701,Chứng khoán Trí Việt,http://www.tvsc.vn
TVC,HNX,Dịch vụ tài chính,CT,6067,0.009,118.6,118.6,2012.0,14,3.0,-0.026,-0.025,0.655,Tập đoàn Trí Việt,http://tcorp.vn
TVD,HNX,Tài nguyên Cơ bản,CT,0,0.039,45.0,45.0,2008.0,5680,2.9,-0.015,-0.055,-0.167,Than Vàng Danh,https://vangdanhcoal.com.vn
TVG,UPCOM,Xây dựng và Vật liệu,CT,128,0.0,2.0,2.0,1959.0,73,,-0.006,-0.015,1.235,XD Giao thông Vận tải,https://www.tricc.vn
TVH,UPCOM,Xây dựng và Vật liệu,CT,224,0.0,4.0,4.0,2004.0,138,,-0.006,-0.015,0.82,Tư vấn XD công trình Hàng hải,http://www.cmbvn.com.vn
TVM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,251,0.0,2.4,2.4,2013.0,281,,-0.006,-0.015,0.232,Tư vấn đầu tư Mỏ,http://vimcc.vn
TVN,UPCOM,Tài nguyên Cơ bản,CT,9651,0.001,678.0,678.0,2012.0,5850,2.0,-0.02,-0.08,0.259,Thép Việt Nam,https://vnsteel.vn
TVP,OTC,Y tế,CT,234,0.001,29.5,29.5,2003.0,873,2.2,,,,Dược phẩm TV.Pharm,http://www.tvpharm.com.vn
TVS,HOSE,Dịch vụ tài chính,CK,2633,0.226,167.0,167.0,2006.0,111,2.4,-0.03,-0.064,-0.067,Chứng khoán Thiên Việt,https://www.tvs.vn
TVT,HOSE,Hàng cá nhân & Gia dụng,CT,729,0.003,21.0,21.0,2007.0,1516,2.3,-0.016,-0.018,-0.079,May Việt Thắng,https://vietthang.com.vn
TVW,OTC,"Điện, nước & xăng dầu khí đốt",CT,183,0.0,14.6,14.6,2010.0,200,,,,,Cấp thoát nước Trà Vinh,http://www.trawaco.com.vn
TW3,UPCOM,Y tế,CT,111,0.001,1.7,1.8,2010.0,136,,-0.006,0.223,-0.083,Dược TW3,https://duoctw3.com
TXM,HNX,Xây dựng và Vật liệu,CT,1116,0.008,7.0,7.0,2005.0,53,,-0.069,0.11,0.119,Thạch cao Xi măng,http://www.thachcaoximang.com.vn
TYA,HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,0.382,30.7,6.1,1992.0,346,2.5,0.005,-0.007,0.156,Dây và Cáp điện Taya,http://www.taya.com.vn
UCT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,165,0.0,5.3,5.3,2010.0,336,,-0.006,0.202,-0.282,Đô thị Cần Thơ,http://www.congtrinhdothicantho.vn
UDC,UPCOM,Xây dựng và Vật liệu,CT,1201,0.136,34.7,35.0,1995.0,209,2.5,0.072,0.059,-0.168,XD&PT Đô thị Bà Rịa - Vũng Tàu,http://www.udec.com.vn
UDJ,UPCOM,Xây dựng và Vật liệu,CT,861,0.049,16.5,16.5,2007.0,16,3.2,-0.008,-0.014,-0.114,Becamex UDJ,https://becamexudj.com.vn
UDL,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,431,0.0,6.6,6.6,2008.0,656,,-0.006,-0.015,-0.088,Đô thị và Môi trường Đắk Lắk,http://www.moitruongdothidaklak.com.vn
UEM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,171,0.0,2.4,2.4,2013.0,178,,-0.006,-0.366,-0.148,Cơ điện Uông Bí - Vinacomin,http://www.codienuongbi.vn
UIC,HOSE,"Điện, nước & xăng dầu khí đốt",CT,597,0.121,8.0,8.0,2000.0,99,2.6,0.018,0.025,0.073,Phát triển Nhà và Đô thị IDICO,http://www.udico.com.vn
